time,connect,request 
0,10.011,231.912 
10,10.011,231.912 
20,10.011,231.912 
30,10.011,231.912 
40,10.011,231.912 
50,10.011,291.941 
60,10.011,291.941 
70,10.011,291.941 
80,10.011,291.941 
90,10.011,464.66 
100,10.011,514.013 
110,10.011,874.741 
120,10.011,2078.054 
130,16.884,3346.449 
140,16.884,3740.355 
150,16.884,3941.593 
160,16.884,4705.043 
170,16.884,4705.043 
180,31.124,4705.043 
190,31.124,4705.043 
200,1020.557,4705.043 
210,1020.557,4705.043 
220,1020.557,4705.043 
230,1020.557,4705.043 
240,1020.557,4705.043 
247,1020.557,4705.043 
