time,502,200,302 
140,30,3638,2767 
150,885,4179,3181 
160,2553,4864,3655 
170,4062,5581,4176 
180,6979,6233,4634 
190,11369,7079,5189 
200,15706,7923,5753 
210,23018,8587,6197 
220,32807,9397,6763 
230,42190,10396,7368 
240,45922,12011,8765 
247,45922,12111,8862 
