time,users,connected 
0,3,4 
10,5,6 
20,1,2 
30,9,9 
40,13,14 
50,15,14 
60,28,26 
70,16,16 
80,28,26 
90,49,53 
100,40,37 
110,46,47 
120,162,161 
130,244,245 
140,323,319 
150,428,427 
160,420,420 
170,423,427 
180,605,603 
190,602,604 
200,614,608 
210,950,818 
220,964,844 
230,927,841 
240,29,47 
247,0,0 
