time,users_count,finish_users_count 
0,9,0 
10,19,0 
20,23,10 
30,34,21 
40,53,24 
50,70,38 
60,101,55 
70,139,74 
80,179,111 
90,240,147 
100,317,186 
110,401,256 
120,537,336 
130,700,428 
140,851,572 
150,1112,734 
160,1419,881 
170,1743,1167 
180,2241,1475 
190,2875,1686 
200,3567,1905 
210,4691,2252 
220,5898,2799 
230,7210,3764 
240,7586,5076 
