time,connect,request 
0,33.453,282.092 
10,33.453,294.337 
20,33.453,294.337 
30,33.453,294.337 
40,33.453,294.337 
50,33.453,294.337 
60,33.453,294.337 
70,33.453,294.337 
80,33.453,294.337 
90,33.453,294.337 
100,33.453,294.337 
110,33.453,294.337 
120,33.453,294.337 
130,33.453,294.337 
140,33.453,294.337 
150,33.453,394.431 
160,33.453,548.639 
170,33.453,716.455 
180,33.453,2022.047 
190,33.453,3118.258 
200,33.453,3750.728 
210,33.453,5044.309 
220,33.453,5331.818 
230,33.453,5367.926 
240,33.453,5367.926 
