time,size_sent,size_rcv 
0,5.3578125,44.571875 
10,21.50625,138.51015625 
20,37.81328125,178.1078125 
30,31.425,143.121875 
40,38.9421875,243.01015625 
50,72.17421875,377.46953125 
60,80.42421875,417.24296875 
70,118.62109375,674.20859375 
80,160.5578125,770.9015625 
90,158.13515625,859.834375 
100,237.19375,1282.04921875 
110,313.0734375,1599.3453125 
120,384.10625,2036.6546875 
130,510.10859375,2728.76875 
140,643.79765625,3224.46328125 
150,721.26796875,3798.81015625 
160,945.9203125,5184.734375 
170,1254.5171875,6365.64921875 
180,1425.76953125,7052.14609375 
190,1574.19140625,7859.16171875 
200,1721.37421875,8371.48828125 
210,2094.43671875,8897.87578125 
220,3189.00859375,9271.2390625 
230,4191.8359375,11663.17265625 
240,4101.765625,11043.38046875 
