time,users_count,finish_users_count 
0,12,8 
10,22,19 
20,30,29 
30,50,43 
40,70,67 
50,87,80 
60,121,104 
70,163,149 
80,194,189 
90,282,211 
100,346,229 
110,424,282 
120,567,341 
130,731,504 
140,908,684 
150,1140,894 
160,1453,1196 
170,1767,1508 
180,2309,1991 
190,2903,2602 
200,3542,3227 
210,4573,4155 
220,5870,5436 
230,7130,6698 
240,7402,7312 
248,7402,7402 
