time,users,connected 
0,5,4 
10,6,-2 
20,6,-1 
30,7,4 
40,9,-2 
50,9,2 
60,19,14 
70,20,-7 
80,21,-7 
90,72,64 
100,117,47 
110,145,26 
120,227,82 
130,236,5 
140,242,-8 
150,258,18 
160,263,12 
170,274,9 
180,329,52 
190,332,-12 
200,332,14 
210,450,105 
220,484,15 
230,484,-2 
240,484,-325 
248,484,-107 
