time,page 
0,170.2858214039982 
10,182.83377233472675 
20,146.0425048391584 
30,154.85158029453106 
40,170.00755555705032 
50,132.98874726765183 
60,306.2936785795102 
70,273.30452160054534 
80,479.45883660737064 
90,762.9155545951678 
100,3490.5389963471057 
110,4317.574652738526 
120,4479.819315011295 
130,5226.867030159104 
140,6273.353664579931 
150,5171.220039873389 
160,4308.26088390986 
170,4311.136015230841 
180,3162.525427438242 
190,2852.442094827703 
200,2525.1730934104958 
210,2101.21555162703 
220,1718.0255420163937 
230,1572.887578394625 
240,2766.7809314285446 
248,3832.6838688500006 
