time,connect,request 
0,14.121,267.689 
10,14.121,447.775 
20,14.121,447.775 
30,14.121,447.775 
40,14.121,447.775 
50,14.121,447.775 
60,14.121,980.327 
70,14.121,980.327 
80,14.121,1014.431 
90,14.121,2601.027 
100,14.121,4095.616 
110,14.121,4095.616 
120,14.121,4532.421 
130,14.121,6637.904 
140,14.121,6637.904 
150,14.121,6637.904 
160,14.121,6637.904 
170,14.121,6637.904 
180,14.121,6637.904 
190,14.121,6637.904 
200,14.121,6637.904 
210,14.121,6637.904 
220,14.121,6637.904 
230,14.121,6637.904 
240,14.121,6637.904 
248,14.121,6637.904 
