time,connect,request 
0,2.232,49.59678000000001 
10,1.219111111111111,49.11951851851851 
20,1.1592222222222222,38.945425287356315 
30,1.3401666666666667,46.54533116883116 
40,1.2340454545454547,46.751633663366356 
50,1.3109285714285714,39.77536885245901 
60,1.7135428571428577,96.82634351145035 
70,1.2050731707317077,58.462779220779225 
80,1.3360588235294115,113.19522448979605 
90,1.2213647058823527,405.0144578313256 
100,1.2253538461538458,1889.9669765458402 
110,1.271075,1946.0759771126761 
120,1.3605827338129488,1850.655707756235 
130,1.2502134146341457,1265.55286682521 
140,1.220937853107344,1130.4283709981137 
150,1.3039955752212398,993.3282602397584 
160,1.2512683706070291,669.8042129963884 
170,1.1550278637770888,661.1278582995933 
180,1.1814588014981278,422.5784696120698 
190,1.148319999999999,339.5201827187664 
200,1.1670376766091048,343.0799903356155 
210,1.206715533980583,209.91509489211697 
220,1.1313394919168591,171.9537523400592 
230,1.1039080824088738,162.10399991192486 
240,1.1361788321167872,543.67287831426 
248,0,216.5145421686747 
