time,page 
0,155.257375 
10,133.9203214285714 
20,125.14555172413792 
30,143.58308000000005 
40,139.08467647058822 
50,121.573925 
60,235.75174117647063 
70,210.97325190839712 
80,343.00696491228047 
90,649.6493771929821 
100,4087.6438384615385 
110,5793.429115183253 
120,4261.148170124476 
130,3066.5822399232243 
140,4141.295788213634 
150,3018.201585074624 
160,2106.543168674701 
170,2155.115142276424 
180,1312.4131459424098 
190,1062.7907594728188 
200,1041.7994776197997 
210,684.0074161907966 
220,533.1157527656331 
230,475.9177112694632 
240,1435.560981774961 
248,2755.704264150943 
