time,session 
0,0.8 
10,1.1 
20,1 
30,1.4 
40,2.4 
50,1.3 
60,2.4 
70,4.5 
80,4 
90,2.2 
100,1.8 
110,5.3 
120,5.9 
130,16.3 
140,18 
150,21 
160,30.2 
170,31.2 
180,48.3 
190,61.1 
200,62.5 
210,92.8 
220,128.1 
230,126.2 
240,61.4 
248,9 
