time,users,connected 
0,4,4 
10,3,2 
20,1,1 
30,7,5 
40,3,3 
50,7,5 
60,17,19 
70,14,12 
80,5,5 
90,71,69 
100,117,116 
110,142,142 
120,226,224 
130,227,229 
140,224,221 
150,246,239 
160,257,251 
170,259,260 
180,318,312 
190,301,300 
200,315,314 
210,418,419 
220,434,434 
230,432,432 
240,90,107 
248,0,0 
