time,size_sent,size_rcv 
0,44.4515625,304.6875 
10,37.02421875,213.778125 
20,38.8359375,256.01171875 
30,68.653125,460.446875 
40,91.00078125,573.41640625 
50,54.61640625,359.70234375 
60,119.6125,752.11015625 
70,171.74609375,1110.35546875 
80,153.34296875,983.56875 
90,162.84609375,842.69140625 
100,221.684375,1358.534375 
110,265.24609375,1640.44453125 
120,262.68984375,1238.58515625 
130,452.75390625,1489.91015625 
140,459.7125,1901.1578125 
150,484.86171875,1736.26484375 
160,608.81328125,1881.92421875 
170,657.56328125,1904.3625 
180,869.128125,2447.51015625 
190,981.7109375,2615.81171875 
200,1067.54921875,2926.7921875 
210,1519.02890625,3649.05234375 
220,1851.7390625,4455.27265625 
230,1747.00546875,4192.38203125 
240,719.3484375,2909.55859375 
248,123.19453125,752.4171875 
