time,502,200,302 
120,26.8,34.2,11.2 
130,122.4,35.8,10 
140,99.9,47.2,12.2 
150,145.1,41.4,13.7 
160,222.5,40.4,14.1 
170,241.1,41.8,13.5 
180,405.6,44.1,14.3 
190,487.1,43.8,14.3 
200,504.4,51.4,13.2 
210,850.6,46.2,11.6 
220,1100.4,50.9,13.2 
230,1079.2,44.3,11.9 
240,279.3,59.3,19.7 
248,0,22.5,10.7 
