time,502,200,302 
120,268,2780,779 
130,1492,3138,879 
140,2491,3610,1001 
150,3942,4024,1138 
160,6167,4428,1279 
170,8578,4846,1414 
180,12634,5287,1557 
190,17505,5725,1700 
200,22549,6239,1832 
210,31055,6701,1948 
220,42059,7210,2080 
230,52851,7653,2199 
240,55644,8246,2396 
248,55644,8471,2503 
