time,page 
0,92.83793335251602 
10,82.01276642745972 
20,83.94520878128382 
30,96.5590001308112 
40,118.78587847666583 
50,92.62410881826978 
60,98.1064041068694 
70,228.8494819258833 
80,133.26902522646358 
90,510.810677570615 
100,1283.6150948329732 
110,2600.238564240469 
120,3785.0310304451336 
130,4403.90645308084 
140,4892.689095606808 
150,3161.304521538772 
160,3411.72237357198 
170,2859.0392014271124 
180,2300.506821282146 
190,2354.6522304236396 
200,1849.0188720314668 
210,1529.097181313504 
220,1169.1491533558035 
230,1255.214457483091 
240,1469.1932012472048 
245,11.286089974080793 
