time,users_count,finish_users_count 
0,13,6 
10,21,19 
20,30,29 
30,49,40 
40,65,56 
50,89,74 
60,124,100 
70,162,136 
80,203,172 
90,272,207 
100,366,230 
110,444,255 
120,616,335 
130,774,494 
140,924,652 
150,1237,868 
160,1548,1174 
170,1857,1515 
180,2467,1921 
190,3096,2536 
200,3690,3189 
210,4894,3986 
220,6157,5270 
230,7410,6544 
240,7450,7436 
245,7450,7450 
