time,connect,request 
0,2.789695875250363,80.35924352355013 
10,0.1397458893143083,62.804761479894495 
20,0.09859657169809345,65.21399894309673 
30,0.047752137822998766,78.85156102601213 
40,0.22756570479753754,96.98393054961156 
50,0.5202074727883113,75.617746234368 
60,3.4638772891495044,78.95086259144719 
70,0.12197850124755966,134.74769278643853 
80,0.27911192639445076,94.64200403001153 
90,0.6019310038459585,278.0159502974907 
100,0.48503601305595745,630.1066933495773 
110,0.3535880439773806,775.537049442967 
120,1.2893369807522106,1747.411134522732 
130,0.5088312300141555,2166.246395206357 
140,0.4696193957489399,1692.464532836351 
150,0.6834009145430602,1572.489013334309 
160,0.4012492068842383,1645.0348866888671 
170,0.3473561446926669,1212.96094777557 
180,0.9368203854279161,1115.2904147121753 
190,0.3998744411892961,1206.8192070676387 
200,0.8206485591399423,869.3384507641089 
210,0.9516429250439812,842.2174616679864 
220,0.3927114963179541,613.6054201336032 
230,0.41067538692636835,709.350625369386 
240,1.1202134500395826,646.9590452756726 
245,0,4.406580856282006 
