time,size_sent,size_rcv 
0,33.940625,109.0015625 
10,81.3328125,225.0234375 
20,125.553125,350.7453125 
30,179.29765625,496.46796875 
40,246.77890625,678.8875 
50,331.95546875,915.7109375 
60,460.4984375,1285.321875 
70,620.16796875,1725.4859375 
80,779.0625,2153.3265625 
90,968.64140625,2688.69296875 
100,1198.278125,3396.30078125 
110,1410.6046875,3986.48828125 
120,1820.15234375,4805.26875 
130,2338.0234375,5713.103125 
140,2895.553125,6817.62734375 
150,3579.67734375,7880.54140625 
160,4382.4234375,9209.21796875 
170,5335.7390625,10796.8890625 
180,6357.75078125,12393.6734375 
190,7712.5859375,14593.3984375 
200,9176.66640625,16927.49140625 
210,11016.11328125,19875.81875 
220,13533.034375,23792.09296875 
230,15877.51484375,27449.7578125 
240,17485.3359375,30500.49765625 
245,17523.76171875,30544.15078125 
