time,session 
0,914.9807756786325 
10,1083.812991471566 
20,1108.0472572791107 
30,1178.4948890775895 
40,1043.9202347108749 
50,1029.9245870942789 
60,946.4307311544244 
70,1165.29903784699 
80,1042.5159588229894 
90,1427.601879398054 
100,2388.1651199674766 
110,1852.4074740060755 
120,6806.957301045271 
130,9782.030037615821 
140,9028.280569309758 
150,8735.930792049714 
160,8151.183944479221 
170,6099.113285108897 
180,5693.1383411409915 
190,4937.490790876941 
200,4732.251908229488 
210,3785.205900469989 
220,2911.446062085905 
230,2669.891060132092 
240,2659.394567374268 
245,1137.7111354126578 
