time,page 
0,8.307 
10,7.999 
20,7.169 
30,7.169 
40,6.925 
50,6.925 
60,6.925 
70,6.925 
80,6.925 
90,6.925 
100,6.925 
110,6.925 
120,0.578 
130,0.572 
140,0.572 
150,0.572 
160,0.558 
170,0.558 
180,0.558 
190,0.555 
200,0.555 
210,0.555 
220,0.555 
230,0.555 
240,0.555 
245,0.555 
