time,size_sent,size_rcv 
0,33.940625,109.0015625 
10,47.3921875,116.021875 
20,44.2203125,125.721875 
30,53.74453125,145.72265625 
40,67.48125,182.41953125 
50,85.1765625,236.8234375 
60,128.54296875,369.6109375 
70,159.66953125,440.1640625 
80,158.89453125,427.840625 
90,189.57890625,535.36640625 
100,229.63671875,707.6078125 
110,212.3265625,590.1875 
120,409.54765625,818.78046875 
130,517.87109375,907.834375 
140,557.5296875,1104.52421875 
150,684.12421875,1062.9140625 
160,802.74609375,1328.6765625 
170,953.315625,1587.67109375 
180,1022.01171875,1596.784375 
190,1354.83515625,2199.725 
200,1464.08046875,2334.09296875 
210,1839.446875,2948.32734375 
220,2516.92109375,3916.27421875 
230,2344.48046875,3657.66484375 
240,1607.82109375,3050.73984375 
245,38.42578125,43.653125 
