time,502,200,302 
120,514,1937,1437 
130,1590,2180,1621 
140,2301,2589,1899 
150,3950,2867,2120 
160,6289,3154,2322 
170,8644,3559,2590 
180,12193,3869,2811 
190,17383,4217,3016 
200,22330,4673,3330 
210,30016,5102,3580 
220,40753,5610,3886 
230,51314,6065,4173 
240,54691,7159,5125 
245,54691,7196,5162 
