time,users_count,finish_users_count 
0,0.6,0.3 
10,1.4,0.9 
20,1,1.4 
30,1,0.4 
40,2.3,2 
50,2.4,2.2 
60,2.7,2.3 
70,3.8,3.3 
80,4.4,4.7 
90,6.6,4.1 
100,9.7,8.3 
110,7.5,8.6 
120,13.2,5.4 
130,14.9,7.8 
140,13,7.9 
150,25.7,12.2 
160,29.6,22.9 
170,34.6,35.5 
180,58.6,41.5 
190,64.4,66.8 
200,66.9,63.9 
210,106.9,75.7 
220,121.9,120.7 
230,126.9,126.1 
