time,users,connected 
0,3,4 
10,8,8 
20,4,4 
30,10,9 
40,13,14 
50,15,15 
60,19,20 
70,24,26 
80,21,21 
90,46,49 
100,60,61 
110,49,47 
120,127,124 
130,198,196 
140,249,247 
150,384,377 
160,451,451 
170,442,442 
180,613,613 
190,589,588 
200,619,620 
210,931,796 
220,943,869 
230,951,849 
