time,session 
0,942.7079891399156 
10,1068.9625498488858 
20,1120.1198225866901 
30,623.8320428221743 
40,947.1452898935889 
50,977.1268283870171 
60,1004.3188478176093 
70,1097.9151449908265 
80,1043.1897144748082 
90,978.2499507648912 
100,1077.5246069989798 
110,1107.7174546453734 
120,1298.2303031546835 
130,1721.4549569166709 
140,1979.0733639284522 
150,3605.5563514108817 
160,7329.272027499849 
170,6402.162525339935 
180,6208.870084370779 
190,4916.071205556177 
200,3993.551376287363 
210,3854.287887646469 
220,2922.87712687724 
230,2764.8933984672917 
