time,connect,request 
0,27.37,280.672 
10,27.37,280.672 
20,27.37,280.672 
30,27.37,280.672 
40,27.37,280.672 
50,27.37,280.672 
60,27.37,280.672 
70,27.37,280.672 
80,27.37,280.672 
90,27.37,617.114 
100,27.37,1086.213 
110,27.37,1086.213 
120,27.37,1431.822 
130,27.37,2252.866 
140,27.37,3370.706 
150,27.37,3733.987 
160,27.37,5362.846 
170,27.37,5362.846 
180,27.37,5362.846 
190,27.37,5362.846 
200,27.37,5362.846 
210,27.37,5362.846 
220,27.37,5362.846 
230,27.37,5362.846 
