time,users,connected 
0,5,4 
10,8,4 
20,12,-4 
30,12,5 
40,15,5 
50,18,1 
60,20,5 
70,28,6 
80,29,-5 
90,52,28 
100,74,12 
110,74,-14 
120,127,77 
130,199,72 
140,255,51 
150,384,130 
160,454,74 
170,457,-9 
180,614,171 
190,685,-25 
200,685,32 
210,936,176 
220,975,73 
230,985,-20 
