time,session 
0,6231.777666666666 
10,6182.605888888889 
20,6022.617071428571 
30,5804.88225 
40,5833.023299999999 
50,5912.178318181818 
60,5900.596304347825 
70,5833.490212121211 
80,5727.6595744680835 
90,5683.554 
100,6157.743373493975 
110,6144.219372093026 
120,6643.619500000001 
130,11255.664243589747 
140,15706.222607594935 
150,17962.946631147537 
160,15017.592694323144 
170,14194.234830985908 
180,12027.463493975903 
190,9643.816131736537 
200,9527.279086071998 
210,9082.481298546907 
220,7708.474718309862 
230,7629.357969865189 
