time,users_count,finish_users_count 
0,6,3 
10,20,12 
20,30,26 
30,40,30 
40,63,50 
50,87,72 
60,114,95 
70,152,128 
80,196,175 
90,262,216 
100,359,299 
110,434,385 
120,566,439 
130,715,517 
140,845,596 
150,1102,718 
160,1398,947 
170,1744,1302 
180,2330,1717 
190,2974,2385 
200,3643,3024 
210,4712,3781 
220,5931,4988 
230,7200,6249 
