time,users,connected 
0,1,2 
10,6,6 
20,0,0 
30,6,5 
40,6,5 
50,1,1 
60,12,10 
70,8,10 
80,3,6 
90,64,64 
100,52,52 
110,63,65 
120,144,143 
130,227,226 
140,228,230 
150,255,253 
160,265,268 
170,260,260 
180,319,316 
190,324,325 
200,317,315 
210,451,454 
220,446,442 
230,433,434 
240,180,192 
249,0,0 
