time,page 
0,228.761 
10,263.907 
20,263.907 
30,756.169 
40,756.169 
50,756.169 
60,756.169 
70,756.169 
80,1589.329 
90,2071.513 
100,5180.624 
110,5180.624 
120,5180.624 
130,10580.753 
140,15028.498 
150,16769.308 
160,16769.308 
170,16769.308 
180,16769.308 
190,16769.308 
200,16769.308 
210,16769.308 
220,16769.308 
230,16769.308 
240,16769.308 
249,16769.308 
