time,cpu@tsung_controller@ip-172-31-50-238 
0,2.104103917127803 
10,0.24975024975024976 
20,0.24975024975024976 
30,0.24975024975024976 
40,0.24975024975024976 
50,0.24975024975024976 
60,0.24975024975024976 
70,0.24975024975024976 
80,0.24975024975024976 
90,0.24975024975024976 
100,0.24975024975024976 
110,0.24975024975024976 
120,0.24975024975024976 
130,0.24975024975024976 
140,0.24975024975024976 
150,0.24975024975024976 
160,0.24975024975024976 
170,0.24975024975024976 
180,0.24975024975024976 
190,0.24975024975024976 
200,0.24975024975024976 
210,0.24975024975024976 
220,0.24975024975024976 
230,0.24975024975024976 
240,0.24975024975024976 
249,0.24975024975024976 
