time,session 
0,527.1615000000002 
10,423.49305026515947 
20,548.2984067056267 
30,593.4015904500167 
40,444.3115774753068 
50,594.2660282638491 
60,546.0827226138878 
70,627.2751752708566 
80,873.7250255797186 
90,339.2187645991703 
100,1356.262087563524 
110,1737.7589501164746 
120,1253.1285844893691 
130,5083.5118835421445 
140,7715.600748034897 
150,9905.527778757525 
160,8823.698238977802 
170,7586.800762418396 
180,7498.008318390095 
190,6055.573353974534 
200,5571.91618582119 
210,4821.291835626208 
220,3885.466237234327 
230,3401.9871758224313 
240,3880.423588846061 
249,2748.8457566383618 
