time,session 
0,1557.796 
10,1557.796 
20,1331.236 
30,1308.819 
40,1308.819 
50,1308.819 
60,1308.819 
70,1308.819 
80,1308.819 
90,1308.819 
100,1308.819 
110,1308.819 
120,1308.819 
130,1102.782 
140,1026.681 
150,1008.728 
160,1008.728 
170,1008.728 
180,1008.728 
190,1006.615 
200,1006.615 
210,1006.615 
220,1006.615 
230,1006.532 
240,1006.528 
249,1006.528 
