time,session 
0,2084.9575 
10,2384.9023333333334 
20,2113.8262666666665 
30,2238.3248750000002 
40,2034.8572666666662 
50,2434.0407142857143 
60,2401.5381578947363 
70,2670.8276530612247 
80,2870.2631999999994 
90,2913.5877499999997 
100,8280.344493150686 
110,7218.544454545453 
120,8559.684344827585 
130,9231.205717948716 
140,10508.218671232871 
150,12475.617940677963 
160,7953.316518624642 
170,7801.9800830564745 
180,6937.870117903937 
190,5112.268557142845 
200,5342.3304991896275 
210,4328.7396546681575 
220,3666.8274432088933 
230,3581.440563301281 
240,3954.6033264705848 
249,15177.13611111111 
