time,size_sent,size_rcv 
0,3.459375,11.8828125 
10,23.0109375,91.059375 
20,33.2421875,148.08515625 
30,37.3265625,153.68359375 
40,68.84140625,302.178125 
50,32.16484375,148.8609375 
60,48.8046875,207.54609375 
70,109.67109375,509.06796875 
80,108.434375,526.071875 
90,68.08125,270.49375 
100,166.5890625,864.7484375 
110,162.4921875,809.52578125 
120,163.86640625,763.55 
130,180.82578125,650.21484375 
140,222.48046875,829.15 
150,299.66796875,1333.46953125 
160,346.7546875,1087.34765625 
170,332.74296875,1359.6828125 
180,458.08828125,1572.04921875 
190,544.24375,1556.74140625 
200,542.2375,1807.35390625 
210,748.3078125,2054.93828125 
220,989.23359375,2622.70078125 
230,973.4703125,2764.91484375 
240,534.0984375,1839.37734375 
249,179.06015625,1474.8734375 
