time,session 
0,0.6 
10,1.4 
20,1 
30,1.7 
40,1.5 
50,1.9 
60,3.2 
70,3.9 
80,5.3 
90,7.3 
100,7.5 
110,8.8 
120,12.5 
130,15.5 
140,17.8 
150,20.9 
160,24.3 
170,24.5 
180,59 
190,66.4 
200,67.3 
210,109.9 
220,122.5 
230,122.2 
240,221.5 
250,238.7 
260,238.7 
270,447.7 
