time,size_sent,size_rcv 
0,0.47890625,101.06484375 
10,1.45078125,291.8890625 
20,0.96953125,179.66171875 
30,1.54296875,306.99921875 
40,1.54609375,285.953125 
50,1.73203125,372.946875 
60,2.98359375,610.03125 
70,3.95,736.796875 
80,4.92265625,939.93984375 
90,7.2125,1435.3234375 
100,7.21875,1488.809375 
110,8.47421875,1705.68671875 
120,11.7703125,2370.6203125 
130,15.13828125,2934.97734375 
140,17.13671875,3454.6484375 
150,26.59609375,4022.5734375 
160,31.2828125,4628.70546875 
170,27.0765625,4631.42265625 
180,57.2390625,4696.50859375 
190,64.06328125,4680.5765625 
200,64.6359375,4679.51640625 
210,105.7609375,4741.44921875 
220,118.09921875,4789.740625 
230,117.965625,4755.83125 
240,201.046875,4863.28984375 
250,231.3296875,5166.17734375 
260,228.88046875,5042.1828125 
270,422.98046875,5502.17734375 
