time,session 
0,9.682331355217208 
10,13.688415756524547 
20,15.337890781981722 
30,11.787790507342027 
40,8.580199830358781 
50,4.548199567074758 
60,6.531472146266943 
70,8.956189992887131 
80,11.498598655002962 
90,20.86053983293814 
100,18.820005471719597 
110,24.14454774835561 
120,35.55366008241537 
130,60.63412754000992 
140,79.77503228096566 
150,678.4361304576101 
160,710.9475394618523 
170,1048.4524291075882 
180,3650.3750192152324 
190,3850.93009500565 
200,3831.232578725827 
210,3279.779625040292 
220,3242.9880806091433 
230,3208.1494921773838 
240,2498.125645223053 
250,2432.01199078833 
260,2395.586907303435 
270,1828.2568182388288 
