time,users,connected 
0,0,0 
10,0,0 
20,0,1 
30,1,0 
40,0,0 
50,0,0 
60,0,0 
70,1,0 
80,0,1 
90,0,2 
100,0,1 
110,0,1 
120,0,0 
130,1,4 
140,2,1 
150,71,71 
160,152,154 
170,189,189 
180,193,192 
190,193,193 
200,193,193 
210,193,192 
220,194,193 
230,192,194 
240,193,193 
250,193,193 
260,193,193 
270,194,193 
