time,session 
0,79.22483333333334 
10,74.10492857142857 
20,76.15440000000001 
30,74.44088235294119 
40,71.85993333333336 
50,69.5975263157895 
60,70.68809375000001 
70,73.0067948717949 
80,76.64490566037736 
90,90.4070410958904 
100,84.31193333333329 
110,85.85906818181816 
120,110.40200799999995 
130,134.98587096774193 
140,162.62668539325833 
150,1130.9631578947367 
160,3634.428119341564 
170,5816.731522448978 
180,2996.493240677968 
190,2910.2655647590373 
200,2855.752826151561 
210,1708.8212666060072 
220,1608.5759616326507 
230,1577.4150605564637 
240,872.6302144469526 
250,822.4285073313758 
260,791.6069585253468 
270,437.01469443823856 
