time,load@tsung_controller@ip-172-31-59-214 
0,0.109375 
10,0.109375 
20,0.109375 
30,0.109375 
40,0.109375 
50,0.109375 
60,0.109375 
70,0.109375 
80,0.109375 
90,0.109375 
100,0.109375 
110,0.109375 
120,0.109375 
130,0.109375 
140,0.109375 
150,0.109375 
160,0.109375 
170,0.109375 
180,0.109375 
190,0.109375 
200,0.16015625 
210,0.16015625 
220,0.19921875 
230,0.19921875 
240,0.19921875 
250,0.19921875 
260,0.19921875 
270,0.30859375 
