time,size_sent,size_rcv 
0,0.47890625,101.06484375 
10,1.9296875,392.95390625 
20,2.89921875,572.615625 
30,4.4421875,879.61484375 
40,5.98828125,1165.56796875 
50,7.7203125,1538.51484375 
60,10.70390625,2148.54609375 
70,14.65390625,2885.34296875 
80,19.5765625,3825.2828125 
90,26.7890625,5260.60625 
100,34.0078125,6749.415625 
110,42.48203125,8455.10234375 
120,54.25234375,10825.72265625 
130,69.390625,13760.7 
140,86.52734375,17215.3484375 
150,113.1234375,21237.921875 
160,144.40625,25866.62734375 
170,171.4828125,30498.05 
180,228.721875,35194.55859375 
190,292.78515625,39875.13515625 
200,357.42109375,44554.6515625 
210,463.18203125,49296.10078125 
220,581.28125,54085.84140625 
230,699.246875,58841.67265625 
240,900.29375,63704.9625 
250,1131.6234375,68871.13984375 
260,1360.50390625,73913.32265625 
270,1783.484375,79415.5 
