time,users_count,finish_users_count 
0,6,6 
10,20,20 
20,30,30 
30,48,47 
40,62,62 
50,81,81 
60,113,113 
70,153,152 
80,205,205 
90,278,278 
100,353,353 
110,441,441 
120,566,566 
130,722,721 
140,901,899 
150,1179,1108 
160,1503,1351 
170,1785,1596 
180,2379,2186 
190,3043,2850 
200,3716,3523 
210,4815,4622 
220,6041,5847 
230,7261,7069 
240,9477,9284 
250,11864,11671 
260,14251,14058 
270,18729,18535 
