time,page 
0,8.116210184562746 
10,13.328324348127522 
20,6.3286413399620445 
30,15.380385860954013 
40,8.47542014975327 
50,4.686430318114546 
60,6.5822814347744565 
70,8.79470638798829 
80,11.712622671784484 
90,20.853784550999972 
100,18.685232908962856 
110,24.1313635562639 
120,35.96102351445453 
130,59.90003021612929 
140,79.28678751727607 
150,660.4256540228482 
160,709.8665852424432 
170,1044.0660152300684 
180,3649.8145508878706 
190,3854.3254422309287 
200,3833.699789827703 
210,3284.9591625205576 
220,3242.9924845147348 
230,3195.660100312683 
240,2520.99485947921 
250,2425.4897499546546 
260,2413.2069082534495 
270,1840.5252062191428 
