time,page 
0,0.5 
10,1.5 
20,0.9 
30,1.7 
40,1.6 
50,1.8 
60,3.1 
70,4.1 
80,5 
90,7.4 
100,7.6 
110,8.8 
120,12.3 
130,15.3 
140,18.1 
150,20.6 
160,24.2 
170,24.6 
180,59.1 
190,66.4 
200,67.1 
210,109.9 
220,122.5 
230,122.4 
240,208.8 
250,240.2 
260,237.6 
270,439.3 
