time,size_sent,size_rcv 
0,14.96484375,46.45625 
10,26.47734375,72.88125 
20,41.7421875,111.45 
30,54.6859375,154.575 
40,79.35546875,218.8671875 
50,99.9234375,283.1046875 
60,119.09609375,328.97265625 
70,202.9125,591.11171875 
80,208.8421875,581.69375 
90,138.28984375,380.3546875 
100,356.55546875,965.77734375 
110,360.2921875,1004.70703125 
120,442.92265625,1298.565625 
130,701.29140625,1946.134375 
140,661.81953125,1832.6625 
150,899.69375,2614.7609375 
160,1430.82265625,3975.8328125 
170,1432.13046875,3941.2109375 
180,1366.2515625,3937.83359375 
190,1990.2515625,5774.2046875 
200,2404.91015625,5663.98515625 
210,3054.8859375,5636.69765625 
220,4290.94453125,8010.48046875 
230,4449.81875,8171.140625 
240,4350.1203125,10320.5265625 
250,379.41796875,613.10390625 
260,0,0 
270,0,0 
280,0,0 
290,0,0 
293,0,0 
