time,page 
0,95.77737551165202 
10,88.14931659427079 
20,86.25729755532377 
30,87.16271476022109 
40,89.24811325750727 
50,87.39522904139382 
60,90.91450674789343 
70,86.30345260634668 
80,84.75081089649662 
90,95.16517898862352 
100,86.16681405112975 
110,86.78888540913485 
120,97.3555654022878 
130,89.62153975049951 
140,94.13658424784298 
150,102.84698226333647 
160,120.5934252042336 
170,105.85302439692019 
180,488.1234995242156 
190,1162.482384228779 
200,1911.0193450747174 
210,1813.4034689961275 
220,1644.25895710346 
230,1460.545215647381 
240,1468.409067036184 
250,10.844437132716585 
260,0 
270,0 
280,0 
290,0 
293,0 
