time,connect,request 
0,3.674285714285715,56.564705882352946 
10,1.1904285714285714,38.16996428571429 
20,1.2048999999999999,35.94442528735632 
30,1.1829285714285713,37.736373913043465 
40,1.2978260869565217,39.85108383233534 
50,1.2583636363636368,35.25778846153843 
60,1.7737999999999998,40.700682539682546 
70,1.3365714285714283,35.78708254716982 
80,1.2723095238095234,33.487527777777785 
90,1.3166851851851846,48.40242295081966 
100,1.3288205128205126,34.43210284167796 
110,1.2475294117647056,35.66324566088118 
120,1.633013698630137,46.86530334728031 
130,1.2313566878980893,37.0312094780219 
140,1.3108266666666661,38.35618281136204 
150,1.4613832116788326,50.443291753653526 
160,1.2635359116022093,54.67975499334221 
170,1.185620209059233,43.20565492719252 
180,1.1957430167597776,216.3921005937833 
190,2.0615150943396237,855.6234640141937 
200,1.041863260706235,1102.5112912901382 
210,1.046053495762713,835.2644605099917 
220,1.0501443708609262,608.6975170449257 
230,1.0800378338278973,565.8941676791126 
240,1.1251707566462152,471.20210363258764 
250,1.2025,11.282386394557836 
260,0,0 
270,0,0 
280,0,0 
290,0,0 
293,0,0 
