time,users,connected 
0,5,5 
10,7,6 
20,7,6 
30,9,8 
40,16,14 
50,14,13 
60,24,23 
70,25,28 
80,20,21 
90,47,48 
100,43,39 
110,41,42 
120,102,104 
130,98,97 
140,96,93 
150,193,190 
160,228,227 
170,167,165 
180,482,475 
190,841,565 
200,974,650 
210,1280,701 
220,1306,731 
230,1340,734 
240,101,163 
250,0,0 
260,0,0 
270,0,0 
280,0,0 
290,0,0 
293,0,0 
