time,users_count,finish_users_count 
0,7,2 
10,15,8 
20,25,18 
30,39,30 
40,63,47 
50,84,70 
60,120,96 
70,168,143 
80,209,189 
90,263,216 
100,346,303 
110,426,385 
120,575,473 
130,732,634 
140,886,790 
150,1160,967 
160,1523,1295 
170,1805,1638 
180,2347,1865 
190,2985,2144 
200,3607,2633 
210,4663,3383 
220,5850,4544 
230,7106,5766 
240,7470,7369 
250,7470,7470 
260,7470,7470 
270,7470,7470 
280,7470,7470 
290,7470,7470 
293,7470,7470 
