time,session 
0,5411.921 
10,5871.967833333335 
20,5481.7612 
30,5842.373416666668 
40,5890.895294117647 
50,5850.703217391304 
60,5554.671153846153 
70,5536.290659574469 
80,5831.075956521743 
90,6207.442296296294 
100,5758.810839080461 
110,5658.856121951221 
120,5829.541863636362 
130,5753.266093167704 
140,5862.842128205124 
150,5714.848796610174 
160,5999.333192073172 
170,5948.9031457725905 
180,6472.695436123348 
190,10330.921942652325 
200,14166.258415132916 
210,14134.313392000005 
220,11362.877730404829 
230,10753.427162847778 
240,10320.55405427323 
250,9512.000673267325 
260,0 
270,0 
280,0 
290,0 
293,0 
