time,size_sent,size_rcv 
0,14.96484375,46.45625 
10,41.4421875,119.3375 
20,83.184375,230.7875 
30,137.8703125,385.3625 
40,217.22578125,604.2296875 
50,317.14921875,887.334375 
60,436.2453125,1216.30703125 
70,639.1578125,1807.41875 
80,848,2389.1125 
90,986.28984375,2769.4671875 
100,1342.8453125,3735.24453125 
110,1703.1375,4739.9515625 
120,2146.06015625,6038.5171875 
130,2847.3515625,7984.6515625 
140,3509.17109375,9817.3140625 
150,4408.86484375,12432.075 
160,5839.6875,16407.9078125 
170,7271.81796875,20349.11875 
180,8638.06953125,24286.95234375 
190,10628.32109375,30061.15703125 
200,13033.23125,35725.1421875 
210,16088.1171875,41361.83984375 
220,20379.06171875,49372.3203125 
230,24828.88046875,57543.4609375 
240,29179.00078125,67863.9875 
250,29558.41875,68477.09140625 
260,29558.41875,68477.09140625 
270,29558.41875,68477.09140625 
280,29558.41875,68477.09140625 
290,29558.41875,68477.09140625 
293,29558.41875,68477.09140625 
