time,connect,request 
0,5.332125,26.13983333333334 
10,1.3031000000000001,14.416750000000002 
20,1.3804,13.273229166666669 
30,1.3459999999999999,13.018636363636361 
40,1.4955,13.135399999999997 
50,1.4709999999999999,13.528575757575755 
60,1.6746176470588232,13.293936708860759 
70,1.3662978723404258,13.492571428571429 
80,1.4719767441860467,13.704972850678729 
90,1.3830322580645167,13.050972602739721 
100,1.2911666666666661,13.175625615763545 
110,1.4569772727272723,13.101002173913049 
120,1.5633392857142867,13.91119360902255 
130,1.4332011494252874,13.602846420323315 
140,1.4616249999999988,13.539736187845284 
150,1.334669039145908,15.728097297297307 
160,1.5277153024911034,15.00549276361129 
170,1.4334685714285702,15.61481823495033 
180,1.4564777777777773,27.04960093713398 
190,1.3523178170144463,32.49298018867931 
200,1.3523996710526316,21.33823213092846 
210,1.3284121376811602,322.07399246620906 
220,1.237638157894737,419.76858516075777 
230,1.2427252396166155,408.4703362563755 
238,1.2330283286118964,429.5193152031464 
