time,users,connected 
0,2,2 
10,3,3 
20,4,4 
30,5,4 
40,4,4 
50,4,2 
60,12,8 
70,9,10 
80,7,7 
90,23,16 
100,25,23 
110,15,13 
120,28,27 
130,32,29 
140,31,27 
150,72,82 
160,57,56 
170,75,77 
180,143,141 
190,114,115 
200,134,133 
210,511,514 
220,519,517 
230,511,510 
238,0,0 
