time,connect,request 
0,10.301508644823585,16.365989367350274 
10,0.057420292580236836,7.028952872168559 
20,0.22338316856916499,2.9796963578496785 
30,0.1411665682801704,2.459423978116061 
40,0.4872662117478607,2.531873982294976 
50,0.32570021734556354,5.830119190858308 
60,1.5074690322583724,4.029567459093673 
70,0.1789346623763221,3.226456366736794 
80,0.720771372594799,3.9439292520231986 
90,0.5840519742598571,3.4321953395114986 
100,0.1241970240933767,3.3614040686948687 
110,0.6951572251406795,3.918790977317919 
120,1.9466378779172948,4.34597064074988 
130,0.6942725373299975,4.245526870109263 
140,0.6823409346079616,4.8126634105300825 
150,0.43054151213066566,7.788378562710799 
160,1.1925966454778332,6.957006945669306 
170,0.7925771619114907,7.276636160886819 
180,1.7710632424522381,23.801601846055885 
190,0.7673688583744714,28.126852226347996 
200,0.6127497877878884,14.339727243992039 
210,1.0246364543861517,295.2261769819069 
220,0.409672302439499,329.0486107835577 
230,0.4412646864958325,327.8448766874179 
238,0.4625365760492087,304.5152425725065 
