time,session 
0,409.69065977054214 
10,448.42023655456757 
20,543.6517690204473 
30,440.40763897769716 
40,642.1465338417031 
50,517.0826214050737 
60,491.7007303258801 
70,531.3284830535381 
80,537.4717913123098 
90,561.6917152992052 
100,599.8224202069208 
110,581.4543395431882 
120,552.9582026018838 
130,578.6462422710549 
140,553.8004181751421 
150,598.6108415806863 
160,584.122599582628 
170,589.6544871758656 
180,574.0488319445393 
190,600.0849708560529 
200,593.2615134569485 
210,1038.0257384713575 
220,1074.0168621282105 
230,1073.4898109551784 
238,956.6736188619439 
