time,users_count,finish_users_count 
0,0.8,0.6 
10,1,0.9 
20,1,0.9 
30,1.3,1.2 
40,1.6,1.7 
50,2.1,2.1 
60,3.6,2.8 
70,4.3,4.6 
80,4.4,4.6 
90,7.1,5.5 
100,7.7,7.5 
110,8.9,9.9 
120,11.1,9.8 
130,17.6,17.2 
140,14.5,14.6 
150,27.9,23.8 
160,27.9,29.4 
170,35.2,33.4 
180,54.6,47.8 
190,61.8,64.7 
200,60.6,58.6 
210,110.5,72.8 
220,121.8,121 
230,124.7,125.5 
238,35.2,86.3 
