time,users_count,finish_users_count 
0,8,6 
10,18,15 
20,28,24 
30,41,36 
40,57,53 
50,78,74 
60,114,102 
70,157,148 
80,201,194 
90,272,249 
100,349,324 
110,438,423 
120,549,521 
130,725,693 
140,870,839 
150,1149,1077 
160,1428,1371 
170,1780,1705 
180,2326,2183 
190,2944,2830 
200,3550,3416 
210,4655,4144 
220,5873,5354 
230,7120,6609 
238,7472,7472 
