time,connect,request 
0,0.8,3.6 
10,1,4.8 
20,1,4.8 
30,1.1,5.5 
40,1.8,9 
50,1.9,9.9 
60,3.4,15.8 
70,4.7,23.1 
80,4.3,22.1 
90,6.2,29.2 
100,8.4,40.6 
110,8.8,46 
120,11.2,53.2 
130,17.4,86.6 
140,14.4,72.4 
150,28.1,129.5 
160,28.1,145.1 
170,35,171.1 
180,54,256.1 
190,62.3,318 
200,60.8,299.4 
210,110.4,451.3 
220,121.6,606.5 
230,125.2,627.2 
238,35.3,305.2 
