time,page 
0,391.856 
10,391.856 
20,391.856 
30,391.856 
40,391.856 
50,391.856 
60,391.856 
70,391.856 
80,391.856 
90,391.856 
100,391.856 
110,391.856 
120,562.004 
130,599.855 
140,599.855 
150,599.855 
160,624.227 
170,624.227 
180,1518.348 
190,1518.348 
200,1989.65 
210,5795.526 
220,14307.963 
230,16461.774 
240,16461.774 
250,16461.774 
260,16461.774 
270,16461.774 
280,16461.774 
290,16461.774 
300,16461.774 
310,16461.774 
320,16461.774 
330,16461.774 
340,16461.774 
350,16461.774 
353,16461.774 
